Bern_flow,Bern_temperature,BER_ff,BER_qnh,BER_rh,BER_rr,BER_ss,BER_td,BER_tt,brienz_flow,brienz_temperature,interlaken_flow,interlaken_temperature,thun_flow,thun_temperature,hagneck_flow,hagneck_temperature,biel_flow,biel_temperature,THU_ff,THU_qnh,THU_rh,THU_rr,THU_ss,THU_td,THU_tt,INT_ff,INT_qnh,INT_rh,INT_rr,INT_ss,INT_td,INT_tt,BRZ_ff,BRZ_qnh,BRZ_rr,BAN_ff_tow,BAN_rh_tow,BAN_ss,BAN_td_tow,BAN_tt_tow,MSK_ff_tow,MSK_rh_tow,MSK_ss,MSK_td_tow,MSK_tt_tow
69,8.67,13,1015.9,63,0,4,2.8,9.4,9,4.97,31,8.54,62,9.25,53,9.54,194,8.83,5.8,1016.3,67,0,0,2.6,8.3,5,1016.2,66,0,10,0.4,6.2,7.6,1016.4,0,41,79.2,4,1.2,4.5,36.7,71.8,8,2.7,7.4
69,8.7,13.7,1015.7,65,0,9,3.3,9.5,8,5.01,31,8.54,62,9.25,46,9.4,194,8.83,6.8,1016.1,68,0,0,2.5,8.1,4.7,1016.1,67,0,8,0.5,6.2,6.1,1016.2,0,37.4,79,3,1.2,4.5,32.4,71.6,10,2.6,7.4
69,8.72,14.8,1015.6,65,0,10,3.4,9.7,8,5.15,31,8.53,62,9.26,78,9.5,194,8.83,5.8,1015.9,69,0,5,2.8,8.2,5,1015.9,67,0,10,0.7,6.3,7.2,1015.9,0,39.6,78,10,1.1,4.6,31,70.8,10,2.6,7.6
69,8.74,18.7,1015.4,64,0,10,3.3,9.8,7,5.19,31,8.53,63,9.27,87,9.47,194,8.83,4.3,1015.7,66,0,10,2.6,8.7,6.1,1015.8,67,0,2,0.5,6.1,7.2,1015.8,0,40.3,79.5,9,1.3,4.5,35.6,68.8,10,2.2,7.6
69,8.76,19.4,1015.1,62,0,10,2.9,9.9,8,5.24,31,8.52,62,9.27,94,9.42,194,8.83,2.9,1015.5,64,0,10,2.4,8.9,2.5,1015.8,68,0,0,0.7,6.1,7.2,1015.8,0,34.6,74.8,9,0.7,4.8,33.8,67.9,8,2.2,7.7
69,8.78,14.8,1014.9,60,0,8,2.8,10.1,9,5.31,31,8.5,62,9.28,99,9.46,194,8.83,5,1015.4,68,0,10,3.4,8.9,1.4,1015.6,68,0,0,0.3,5.7,6.1,1015.8,0,43.9,73.7,9,0.6,4.9,35.6,67.5,3,2,7.6
69,8.8,13.3,1014.8,61,0,2,2.4,9.7,9,5.32,31,8.51,62,9.29,105,9.43,194,8.83,7.6,1015.2,71,0,10,3.7,8.8,6.1,1015.5,75,0,10,2.1,6.2,7.6,1015.6,0,35.3,72.2,5,0.3,4.9,31,68.6,3,2.1,7.5
69,8.82,20.2,1014.7,58,0,7,1.8,9.7,9,5.23,31,8.51,62,9.29,108,9.28,194,8.83,9.7,1015,72,0,10,3.7,8.4,4.7,1015.4,77,0,10,2.6,6.3,7.2,1015.5,0,36,73.3,0,0.5,4.9,30.2,68.2,4,2.1,7.6
69,8.83,18.4,1014.6,59,0,10,2.1,9.6,8,5.26,,,62,9.29,103,9.38,194,8.83,9,1014.8,73,0,10,3.7,8.3,4.3,1015.3,74,0,10,1.9,6.3,8.3,1015.3,0,38.5,69.3,9,0,5.1,28.4,68.1,0,2.1,7.6
69,8.85,14.8,1014.5,60,0,0,2,9.4,9,5.23,31,8.51,62,9.29,99,9.32,193,8.82,6.5,1014.9,69,0,10,3.1,8.4,5.8,1015.2,69,0,10,0.7,5.9,6.8,1015.2,0,39.6,72.2,3,0.4,5,28.4,67.6,0,2.1,7.7
69,8.86,11.9,1014.5,61,0,0,2,9.2,12,5.18,31,8.51,62,9.29,95,9.22,193,8.82,6.8,1014.7,70,0,1,2.7,7.9,4,1015,70,0,10,0.9,5.9,5.4,1015.1,0,38.9,70.7,0,0.2,5.1,29.9,67.1,0,2,7.7
69,8.87,9.4,1014.4,63,0,0,2.3,8.9,13,5.14,31,8.49,62,9.28,92,9.29,193,8.82,5.4,1014.6,73,0,0,2.8,7.3,4,1015,73,0,2,1.3,5.7,6.1,1015,0,40,69.6,0,0,5.1,28.1,67.6,0,2.1,7.7
69,8.87,9.4,1014.4,63,0,0,2.3,8.9,13,5.02,31,8.5,,,87,9.24,,,4.3,1014.6,75,0,0,3,7.2,7.6,1015,75,0,0,0.6,4.7,6.8,1014.9,0,44.6,68.5,0,-0.1,5.2,23.4,68.3,0,2.1,7.6
69,8.88,13.3,1014.3,62,0,0,2.3,9.1,12,4.91,31,8.49,62,9.28,86,9.1,194,8.81,3.6,1014.6,76,0,0,3,6.9,5.8,1014.9,76,0,0,0.8,4.6,5.8,1014.9,0,38.5,69.8,0,0,5.1,23.4,68.5,0,2.2,7.6
69,8.88,13.3,1014.1,62,0,0,2.1,8.9,13,5.02,31,8.48,62,9.28,85,9.2,194,8.81,1.8,1014.6,78,0,0,3,6.6,5.8,1014.8,77,0,0,0.6,4.2,5.8,1014.7,0,36.4,70,0,0.1,5.1,22.3,68.8,0,2.1,7.5
69,8.87,14.4,1014.1,62,0,0,2.1,8.9,14,4.98,31,8.48,62,9.27,86,9.16,193,8.8,1.1,1014.6,80,0,0,3.1,6.2,6.8,1014.7,79,0,0,0.7,4,5.8,1014.5,0,40.3,72.5,0,0.4,4.9,22,69.3,0,2.2,7.5
69,8.87,11.5,1014,65,0,0,2.3,8.5,16,4.93,31,8.47,62,9.27,85,9.1,194,8.8,3.2,1014.4,86,0,0,2.7,4.9,5.4,1014.6,79,0,0,0.7,4.1,5,1014.4,0,43.2,71.3,0,0.2,5,23.8,68.7,0,2.2,7.6
69,8.87,9.7,1014,64,0,0,2.2,8.6,17,4.92,31,8.46,63,9.27,85,9.15,193,8.8,4.7,1014.3,85,0,0,2.5,4.9,4.3,1014.5,79,0,0,0.6,3.8,4,1014.4,0,39.6,72.9,0,0.4,4.8,18.7,69.6,0,2.3,7.5
69,8.86,7.9,1014,67,0,0,2.4,8.2,17,4.81,31,8.46,63,9.27,83,9.13,193,8.79,3.2,1014.2,89,0,0,2.3,3.9,3.2,1014.5,82,0,0,0.5,3.3,0.7,1014.4,0,37.8,72.9,0,0.4,4.8,20.2,71.5,0,2.5,7.3
69,8.85,8.6,1014,66,0,0,2.3,8.3,17,4.67,31,8.45,62,9.26,81,8.97,193,8.79,3.2,1014.1,91,0,0,2,3.3,3.2,1014.4,84,0,0,0.6,3,2.2,1014.3,0,39.6,73.3,0,0.4,4.8,19.1,72.2,0,2.4,7.1
69,8.84,7.9,1013.9,71,0,0,2.7,7.7,17,4.65,31,8.43,62,9.26,80,9.15,193,8.79,3.6,1014,92,0,0,2.2,3.4,9,1014.3,82,0,0,0.7,3.4,1.1,1014.3,0,46.8,69.9,0,0.2,5.2,16.6,73.3,0,2.6,7
69,8.82,6.1,1013.9,71,0,0,2.7,7.6,18,4.58,31,8.43,62,9.25,59,9.14,193,8.79,2.9,1014,91,0,0,2,3.3,7.9,1014.1,81,0,0,0.6,3.5,3.2,1014.1,0,45.4,72.6,0,0.4,4.9,14.4,74.2,0,2.6,6.9
69,8.81,7.6,1013.9,70,0,0,2.9,8,18,4.52,31,8.43,62,9.25,52,9.03,194,8.78,4.7,1014,90,0,0,2.4,4,4.3,1014,80,0,0,0.6,3.8,4.7,1014,0,45,71.5,0,0.5,5.2,14.4,74.6,0,2.6,6.8
69,8.8,9.4,1013.9,70,0,0,3,8.1,19,4.52,31,8.42,62,9.25,52,9.13,193,8.78,3.2,1014.2,86,0,0,2.3,4.5,2.2,1013.9,82,0,0,0.4,3.2,5,1013.9,0,45.4,68.3,0,-0.1,5.3,18,74,0,2.5,6.8
69,8.8,11.9,1013.8,72,0,0,3.1,7.9,18,4.53,31,8.42,63,9.24,77,9.15,193,8.78,2.9,1014.2,93,0,0,0.6,1.6,1.4,1013.9,84,0,0,0.5,3,6.8,1014,0,54,62,0,-0.8,5.9,22.3,73.1,0,2.3,6.8
69,8.79,9,1013.7,71,0,0,2.6,7.5,17,4.54,31,8.42,63,9.23,83,9.04,193,8.78,4.3,1014.1,94,0,0,1.5,2.3,2.2,1013.8,83,0,0,0.5,3,5.4,1013.9,0,51.8,63.1,0,-0.7,5.8,24.1,71.6,0,2.2,7
69,8.79,,,,,,,,15,4.63,31,8.42,63,9.23,80,9.13,193,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,8.79,9.7,1013.3,73,0,0,2.5,7.1,15,4.64,31,8.42,62,9.22,80,9.15,192,8.77,5.8,1013.9,95,0,0,0.6,1.3,2.2,1013.8,87,0,0,0.5,2.5,5.4,1013.9,0,59.8,52.3,0,-2.2,6.9,31,67.6,0,1.7,7.3
69,8.79,9.7,1013,72,0,0,2.4,7.1,14,4.64,31,8.41,62,9.21,82,8.97,192,8.76,6.8,1013.8,96,0,0,0.8,1.4,5.8,1013.8,86,0,0,0.6,2.7,5,1013.6,0,60.1,49.4,0,-2.7,7.2,32,64.9,0,1.4,7.6
69,8.78,8.6,1012.9,72,0,0,2.5,7.2,14,4.68,31,8.4,62,9.21,82,9.17,193,8.76,4.3,1013.6,96,0,0,1.1,1.7,5.4,1013.7,85,0,0,0.4,2.7,5,1013.6,0,62.3,47.8,0,-2.7,7.7,35.3,62.9,0,1.2,7.8
69,8.78,9,1012.9,73,0,0,2.5,7,15,4.63,31,8.41,62,9.2,81,9.16,193,8.75,3.2,1013.4,93,0,0,1.6,2.6,6.8,1013.6,82,0,0,-0.1,2.7,4.3,1013.6,0,61.9,49.9,0,-2.5,7.2,38.5,60.9,0,1,8.1
69,8.78,11.5,1012.6,76,0,0,2.7,6.7,14,4.56,31,8.4,62,9.19,69,9.01,193,8.74,3.2,1013.3,94,0,0,1.4,2.3,3.6,1013.5,80,0,0,-0.1,3,2.2,1013.5,0,65.2,49.2,0,-2.5,7.5,44.3,61.4,0,1.2,8.2
69,8.78,20.5,1012.1,76,0.1,0,2.8,6.6,13,4.56,31,8.4,62,9.18,54,9.17,193,8.74,1.4,1013.2,94,0,0,1.6,2.4,1.4,1013.5,83,0,0,-0.3,2.4,1.4,1013.5,0,71.6,51.3,0,-1.4,8,56.9,62.8,0,1.4,8.1
69,8.78,16.6,1011.9,76,0,0,2.8,6.7,12,4.51,31,8.41,62,9.18,47,9.17,193,8.73,4,1013.1,94,0,0,1.8,2.7,6.1,1013.4,84,0,0,0.2,2.6,4.3,1013.4,0,78.5,51.9,0,-1.8,7.4,33.5,62.1,0,1.6,8.4
69,8.77,10.1,1012,76,0,0,2.9,6.8,11,4.52,31,8.41,62,9.18,78,9.04,192,8.72,7.9,1012.9,95,0,0,1.7,2.5,2.9,1013.3,84,0,0,0.3,2.8,2.9,1013.3,0,77.4,43.3,0,-3.6,8.1,23.4,71.9,0,2.5,7.2
69,8.77,4.3,1012.1,76,0,0,2.9,6.8,11,4.6,31,8.4,62,9.17,87,9.22,192,8.72,7.9,1012.9,89,0,0,2.1,3.8,2.9,1013.3,85,0,0,0.4,2.7,2.5,1013.2,0,70.2,49.1,0,-2.1,7.9,24.1,76.9,0,2.8,6.6
69,8.77,2.5,1012.2,85,0,0,3.5,5.9,11,4.62,31,8.41,62,9.17,85,9.24,192,8.72,7.2,1012.7,83,0,0,2,4.7,3.6,1013.1,85,0,0,0.4,2.7,5,1013.1,0,46.1,51.9,0,-2.2,7,22.7,82.2,0,3.6,6.4
69,8.77,4,1012.1,74,0,0,3.5,7.8,11,4.61,31,8.41,62,9.16,85,9.15,192,8.72,11.5,1012.5,77,0,0,1.8,5.5,2.5,1013,85,0,0,0.4,2.7,6.8,1013.1,0,37.4,54.9,0,-1.9,6.5,27.4,77.7,0,3.2,6.8
69,8.77,6.5,1012,75,0,0,3.6,7.8,11,4.66,31,8.41,62,9.16,85,9.28,191,8.72,18.7,1011.9,77,0,0,1.7,5.5,2.5,1013,83,0,0,0.3,2.9,4,1013.1,0,47.2,55.3,0,-1.6,6.7,28.4,76.4,0,2.9,6.8
69,8.76,6.1,1012,75,0,0,3.8,7.9,11,4.62,31,8.42,62,9.16,84,9.25,191,8.71,18,1011.4,73,0,0,1.7,6.3,4.3,1012.8,84,0,0,0.4,2.8,4,1013,0,45.7,61.1,0,-0.7,6.2,31.3,75.7,0,2.9,6.9
69,8.76,10.4,1012,74,0,0,3.6,8,11,4.62,31,8.41,62,9.15,84,9.2,191,8.71,20.2,1011.3,67,0,0,1.6,7.3,7.2,1012.7,81,0,0,0.7,3.6,5.4,1012.7,0,51.5,66,0,-0.1,5.7,35.3,72.7,0,2.5,7.1
69,8.76,11.5,1011.8,71,0,0,3.3,8.2,11,4.63,31,8.4,62,9.15,83,9.29,191,8.7,21.6,1011,71,0,0,2.3,7.2,3.6,1012.2,82,0,0,2,4.8,6.5,1012.6,0,47.5,76.9,0,1,4.7,36,71,0,2.3,7.2
69,8.76,9,1011.8,70,0,0,3.2,8.4,11,4.6,31,8.42,62,9.15,81,9.28,190,8.7,12.2,1011.2,75,0,0,2.7,6.8,6.5,1012,79,0,0,0.1,3.4,10.1,1012.2,0,59.8,57.8,0,-0.9,6.8,37.4,71.3,0,2.3,7.1
69,8.76,7.2,1011.8,72,0,0,3.3,8.1,10,4.62,30,8.41,62,9.15,81,9.2,190,8.69,9,1011.6,73,0,0,2.4,6.9,10.1,1011.7,76,0,0,0,3.8,10.8,1011.8,0,55.8,68.8,0,0.2,5.5,37.1,73.2,0,2.4,6.9
69,8.75,7.9,1011.8,71,0,0,3.2,8.2,10,4.7,31,8.41,62,9.15,80,9.33,190,8.7,10.1,1011.4,74,0,0,2.5,6.7,5.4,1011.5,75,0,0,-0.2,3.8,13.3,1011.5,0,60.8,68,0,0.2,5.6,38.2,74,0,2.5,6.8
69,8.75,10.4,1011.8,73,0,0,3.4,8,9,4.7,30,8.42,62,9.15,79,9.29,189,8.7,7.6,1011.4,77,0,0,2.8,6.6,10.1,1011.8,85,0,0,0.7,3,11.2,1011.3,0,60.8,68,0,0.2,5.6,40.7,72.6,0,2.4,7
69,8.75,11.2,1011.7,71,0,0,3.2,8.1,10,4.76,30,8.41,62,9.15,80,9.27,189,8.7,6.1,1011.6,78,0,0,2.9,6.4,6.1,1011.9,84,0,0,1.3,3.7,4.3,1011.5,0,59.8,64.7,0,-0.2,5.9,37.4,73.3,0,2.5,6.9
69,8.74,10.4,1011.7,71,0,0,3.1,8.1,9,4.79,31,8.41,62,9.16,77,9.33,189,8.7,8.6,1011.7,81,0,0,3.1,6.2,4.7,1011.9,85,0,0,1.5,3.8,6.5,1011.9,0,60.5,68.2,0,0.2,5.6,40.7,72.7,0,2.5,7.1
69,8.74,5.4,1011.7,70,0,0,3,8.1,9,4.81,30,8.41,62,9.17,55,9.33,189,8.7,6.8,1011.5,79,0,0,3.2,6.5,6.5,1011.6,84,0,0,1.8,4.2,2.2,1011.6,0,61.9,67.4,0,0.2,5.8,36.4,72.5,0,2.6,7.2
69,8.74,5,1011.6,73,0,0,3.3,7.9,8,4.81,30,8.41,62,9.17,39,9.27,189,8.7,4,1011.4,80,0,0,3.2,6.4,14,1011.5,84,0,0,2,4.5,1.8,1011.5,0,59.8,66.1,0,0.4,6.3,49.7,73.2,0,2.7,7.2
69,8.74,8.6,1011.7,70,0,0,3.2,8.3,9,4.88,30,8.42,62,9.17,63,9.33,188,8.7,5.8,1011.2,80,0,0,3.2,6.4,15.1,1011.4,78,0,0,1.8,5.3,5.8,1011.3,0,56.9,72.3,0,0.7,5.3,41.4,75.9,0,3,6.9
69,8.73,13.7,1011.7,69,0,0,3.1,8.5,10,4.86,30,8.43,62,9.17,81,9.34,188,8.7,5,1011,70,0,0,3,8.1,6.8,1011.4,80,0,0,1.7,4.8,6.5,1011.4,0,56.2,76.8,0,1,4.7,38.9,78.1,0,3.4,6.9
69,8.73,18.7,1011.6,70,0,0,3.4,8.5,9,4.89,30,8.42,62,9.18,80,9.31,188,8.7,8.3,1011.1,71,0,0,3.1,7.9,5.8,1011.2,83,0,0,2,4.6,4.3,1011.4,0.1,53.6,79.6,0,1.4,4.6,37.4,79.6,0,3.4,6.7
69,8.73,18.4,1011.5,70,0,0,3.5,8.6,9,4.89,31,8.41,62,9.18,80,9.36,188,8.71,6.5,1011.1,77,0,0,2.7,6.5,5.4,1010.9,82,0,0,2,4.7,10.1,1011.3,0,56.5,74.2,0,1.1,5.3,40.7,80.3,0,3.6,6.7
69,8.73,20.2,1011.5,71,0,0,3.7,8.6,8,4.85,31,8.41,62,9.17,82,9.35,189,8.71,4.7,1011.1,82,0,0,3.1,5.9,7.2,1010.9,82,0,0,1.8,4.6,9,1011.1,0,57.2,82.8,0,1.8,4.5,41,80.9,0,3.8,6.8
69,8.73,20.2,1011.5,73,0,0,3.9,8.4,8,4.9,30,8.41,62,9.17,86,9.27,189,8.71,4.7,1011.1,80,0,0,3.1,6.3,6.8,1010.8,83,0,0,2,4.7,5.4,1011.1,0,59,84.2,0,2.2,4.6,39.6,82.3,0,3.9,6.7
69,8.73,26.3,1011.5,72,0,0,3.9,8.6,8,4.95,31,8.41,62,9.16,86,9.36,189,8.71,6.5,1011.1,78,0,0,3.3,6.9,6.1,1010.9,83,0,0,2.1,4.7,5.8,1010.8,0,62.6,82.4,0,2.1,4.8,40.3,83.2,0,4,6.6
69,8.73,23,1011.6,75,0,0,4.2,8.3,8,5.01,30,8.41,62,9.15,85,9.32,188,8.71,5.4,1011,78,0,0,3.3,6.9,3.2,1010.8,83,0,0,2.1,4.8,6.1,1010.8,0,61.6,86.6,0,2.5,4.5,41.4,82.9,0,4,6.7
69,8.72,20.5,1011.6,74,0,0,4,8.4,9,5.04,30,8.41,62,9.14,82,9.29,186,8.71,5.4,1011.1,79,0,0,3.4,6.8,5.8,1010.9,83,0,0,1.9,4.5,8.3,1010.8,0,57.2,86,0,2.5,4.6,46.1,79.5,0,3.9,7.2
69,8.72,18.4,1011.7,75,0,0,4.2,8.4,10,5.03,30,8.41,62,9.13,81,9.33,186,8.72,7.6,1011.2,79,0,0,3.5,6.9,7.2,1010.7,84,0,0,2,4.5,7.6,1010.8,0,57.2,80.6,0,2.1,5.2,54.7,78.3,0,3.9,7.4
69,8.72,13.3,1011.7,75,0,0,4.1,8.3,10,4.97,30,8.41,62,9.11,80,9.33,186,8.72,2.9,1011.4,78,0,0,3.5,7.1,8.6,1010.6,82,0,0,2,4.7,8.6,1010.6,0,60.5,80.2,0,2.3,5.4,53.3,78.1,0,3.8,7.4
69,8.72,13.7,1011.7,72,0,0,3.9,8.7,10,4.95,30,8.4,62,9.1,80,9.32,187,8.72,4.3,1011.4,75,0,0,3.4,7.6,7.2,1010.6,81,0,0,1.7,4.7,7.6,1010.5,0,67.3,80.2,0,2.4,5.5,51.8,77.7,0,3.9,7.5
69,8.72,14,1011.7,70,0,0,3.8,9.1,9,4.95,30,8.4,62,9.08,80,9.34,186,8.72,11.5,1011.2,75,0,0,3.5,7.7,5,1010.8,80,0,0,1.7,4.8,7.6,1010.6,0,63.4,80.5,0,2.5,5.6,51.8,77.4,0,3.9,7.6
69,8.71,17.6,1011.6,70,0,0,4,9.2,10,4.92,30,8.4,62,9.08,79,9.36,187,8.73,7.9,1011,72,0,0,3.3,8,5.4,1010.8,82,0,0,1.7,4.5,6.1,1010.8,0,69.1,78.8,0,2.5,5.9,,,,,
69,8.71,16.2,1011.4,71,0,0,4.1,9.1,10,4.92,30,8.4,62,9.08,80,9.34,187,8.73,6.8,1010.9,74,0,0,3.4,7.7,6.1,1010.6,83,0,0,1.7,4.3,2.2,1010.8,0,64.1,78.7,0,2.5,5.9,51.1,77.6,0,3.9,7.6
69,8.71,13.3,1011,70,0,0,4.1,9.3,10,4.93,30,8.4,62,9.08,79,9.37,187,8.73,4.7,1011,78,0,0,3.5,7,5,1010.4,85,0,0,1.9,4.3,3.6,1010.6,0,63.7,80.4,0,2.6,5.7,44.3,78.4,0,4.1,7.6
69,8.71,15.5,1011,71,0,0,4.1,9.2,10,4.92,30,8.4,62,9.09,77,9.38,186,8.73,4.3,1010.9,79,0,0,3.5,6.9,4.3,1010.2,84,0,0,2.1,4.5,3.2,1010.3,0,56.9,78.9,0,2.6,6,31,79.7,0,4.2,7.5
69,8.71,13.7,1010.9,71,0,0,4.3,9.2,11,4.92,30,8.39,62,9.09,77,9.37,186,8.73,5,1010.6,77,0,0,3.4,7.1,3.2,1010.1,86,0,0,2.1,4.2,0.4,1010.2,0,51.8,79.3,0,2.6,5.9,33.8,81.7,0,4.4,7.3
69,8.71,13.3,1010.9,73,0,0,4.4,9.1,11,4.92,30,8.4,62,9.09,77,9.38,186,8.74,7.2,1010.7,77,0,0,3.7,7.4,7.6,1009.9,87,0,0,2.1,4.1,5.8,1010.1,0,50.4,80,0,2.7,5.9,49,88.7,0,4.8,6.5
69,8.71,16.9,1011.2,84,0.1,0,5.6,8.1,11,4.87,30,8.4,62,9.1,76,9.38,186,8.74,4,1010.6,72,0,0,3.7,8.5,7.9,1009.8,86,0,0,2.4,4.5,8.3,1009.9,0,56.2,81.8,0,2.8,5.7,51.5,94.3,0,5.2,6
69,8.71,22.3,1011.7,90,0.5,0,5.7,7.3,11,4.83,30,8.39,62,9.1,74,9.39,186,8.73,12.2,1010.3,53,0,0,2.2,11.6,11.2,1009.7,87,0,0,2.9,4.9,7.2,1009.8,0,57.2,99.3,0,3.6,3.7,46.1,95.5,0,4.7,5.4
69,8.71,22.3,1011.7,86,0.2,0,5,7.1,11,4.81,30,8.39,62,9.11,65,9.39,186,8.73,8.6,1010.4,55,0,0,2.2,10.9,10.8,1009.7,85,0,0,3,5.2,8.6,1009.8,0,69.1,100,0,2.9,2.9,51.1,92.3,0,4,5.1
69,8.7,18.4,1011.8,89,0.2,0,5,6.7,11,4.81,30,8.39,62,9.12,53,9.38,185,8.72,9.7,1010.1,53,0,0,2,11.1,5,1009.5,83,0,0,2.9,5.6,8.6,1009.8,0,62.3,98.7,0,2.5,2.7,50,86,0,3.2,5.3
69,8.7,16.9,1011.9,84,0.2,0,4.3,6.8,10,4.83,30,8.39,62,9.13,42,9.38,185,8.72,7.9,1010.3,54,0,0,2,11,10.4,1009.7,81,0,0,2.9,5.8,7.9,1009.7,0,63.4,93.6,0,1.5,2.4,49,79.7,0,2.2,5.4
69,8.7,14.8,1011.9,83,0,0,3.9,6.6,10,4.85,30,8.39,62,9.14,68,9.38,185,8.71,14.4,1010.6,53,0,0,1.8,10.9,6.8,1009.5,82,0,0,2.9,5.7,6.5,1009.6,0,62.3,91.7,0,1.3,2.5,48.6,76.3,0,1.5,5.3
69,8.69,18.7,1012,81,0,0,3.4,6.4,10,4.88,30,8.39,62,9.14,76,9.37,185,8.7,21.2,1010.9,73,0,0,4.3,8.8,8.6,1009.6,82,0,0,2.8,5.6,4,1009.5,0,63.4,89.5,0,1,2.5,49.3,74.1,0,1.1,5.3
69,8.69,16.2,1012,77,0,0,2.5,6.3,10,4.91,30,8.39,62,9.15,77,9.36,184,8.7,23.8,1010.9,78,0,0,4.6,8.3,6.8,1009.8,81,0,0,3.2,6.2,4.7,1009.5,0,65.2,83.1,0,-0.1,2.5,43.2,74.1,0,1,5.2
69,8.68,15.8,1012.1,74,0,0,1.9,6.2,9,4.92,30,8.4,62,9.16,77,9.34,185,8.7,35.3,1010.9,82,0.2,0,4.6,7.5,10.8,1009.9,56,0,0,2.5,11,2.5,1009.6,0,65.5,83.4,0,-0.1,2.4,51.1,73,0,0.8,5.2
69,8.68,13.3,1012.1,73,0,0,1.8,6.3,9,4.91,30,8.4,62,9.16,78,9.33,184,8.69,32.8,1011,81,0,0,4,7,11.9,1009.9,53,0,0,2.1,11.3,0,1009.9,0,63.7,82.5,0,-0.4,2.3,43.6,73.5,0,0.8,5.1
69,8.67,14.4,1012.1,75,0,0,1.8,5.9,9,4.92,30,8.4,62,9.17,79,9.32,185,8.69,37.8,1011.2,81,0,0,3.8,6.8,20.5,1009.9,55,0,0,2.2,11,4.7,1009.9,0,65.5,83.7,0,-0.2,2.3,42.8,74.7,0,0.8,4.9
69,8.67,15.8,1012.1,72,0,0,1.5,6.2,8,4.94,30,8.41,62,9.17,80,9.31,184,8.69,32.4,1011.3,83,0,0,3.8,6.6,25.2,1010.1,59,0,0,2.7,10.4,0.4,1009.7,0,68.4,80,0,-0.7,2.4,41.4,75.3,0,0.8,4.8
68,8.66,17.3,1012,74,0,0,1.6,5.9,9,4.96,30,8.41,62,9.18,79,9.3,185,8.68,19.4,1011.3,80,0,0,3.6,6.9,30.2,1010.4,65,0,0,3.2,9.4,4,1009.6,0,63.4,82.4,0,-0.4,2.3,39.6,76.4,0,0.9,4.7
68,8.66,13.3,1012,75,0,0,1.7,5.7,10,4.95,30,8.41,62,9.18,78,9.28,185,8.67,29.9,1011.2,74,0,0,3.4,7.8,33.5,1010.4,67,0,0,3.2,8.9,8.3,1010,0,60.1,84.1,0,-0.2,2.2,39.2,76.9,0,0.9,4.6
68,8.66,12.6,1011.9,76,0,0,1.8,5.7,10,4.93,30,8.41,62,9.19,79,9.27,186,8.68,20.5,1011.2,78,0,0,3.5,7.2,31.3,1010.7,70,0,0,3.2,8.5,7.9,1010,0,57.2,82.7,0,-0.3,2.3,39.2,77.7,0,1,4.5
68,8.66,14.8,1011.7,74,0,0,1.6,5.8,9,4.89,30,8.41,62,9.19,79,9.27,186,8.68,11.9,1011.2,77,0,0,3.2,6.9,25.2,1010.7,72,0.4,0,3.5,8.3,13.3,1009.9,0,61.9,82.2,0,-0.4,2.3,39.6,77.9,0,1,4.5
68,8.65,14,1011.5,75,0,0,1.6,5.7,10,4.86,30,8.41,62,9.19,79,9.27,186,8.67,14,1010.9,75,0,0,3.1,7.2,19.4,1010.6,73,0,0,3.5,8,32.4,1009.9,0.6,61.6,82.5,0,-0.4,2.3,43.2,76.9,0,1,4.7
68,8.65,13.7,1011.4,74,0,0,1.6,5.8,14,4.85,30,8.41,62,9.19,78,9.27,186,8.68,11.9,1010.9,80,0,0,3.2,6.4,27,1010.8,75,0.2,0,3.6,7.8,26.3,1009.8,0,58.7,83.9,0,-0.2,2.2,39.6,76.8,0,1,4.7
68,8.63,16.2,1011.1,74,0,0,1.6,5.8,15,4.82,30,8.41,62,9.19,76,9.28,186,8.67,6.5,1010.9,89,0,0,3.7,5.4,20.9,1010.9,76,0.1,0,3.6,7.6,22,1009.9,0,60.5,81.3,0,-0.5,2.4,37.8,76.7,0,1,4.7
68,8.63,17.6,1011,74,0,0,1.6,6,15,4.74,30,8.41,62,9.19,76,9.27,187,8.68,7.6,1010.7,89,0,0,3.2,4.9,10.4,1010.9,77,0.1,0,3.6,7.4,23.4,1010,0,53.6,82.5,0,-0.3,2.4,36.7,77.1,0,0.9,4.6
68,8.63,16.9,1011,75,0,0,1.7,5.9,15,4.73,30,8.41,62,9.19,77,9.27,186,8.68,12.6,1010.4,86,0,0,3.1,5.3,2.9,1010.6,81,0,0,3.8,6.8,22.3,1009.9,0,53.6,81.4,0,-0.5,2.4,37.4,77.8,0,1.1,4.6
68,8.62,16.9,1011,73,0,0,1.6,6.1,14,4.74,30,8.4,62,9.19,77,9.27,186,8.68,3.2,1010.5,84,0,0,2.8,5.3,3.2,1010.4,84,0,0,3.9,6.5,21.6,1009.7,0.2,52.6,81.8,0,-0.4,2.4,38.5,77.3,0,1,4.6
68,8.61,14.8,1010.8,72,0,0,1.6,6.2,13,4.74,30,8.4,62,9.2,79,9.27,186,8.68,7.6,1010.4,80,0,0,2.5,5.8,6.1,1010.3,84,0,0,3.9,6.4,9.7,1009.9,0,57.2,80.7,0,-0.5,2.5,38.2,76.8,0,1,4.7
